Date,Issuer,Symbol,Lead/Joint-Lead  Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Change Opening,$ Change Close,Star Ratings,Performed
2020/3/3 0:00,GFL Environmental Holdings,GFL,JPMorgan/ BMO Capital Markets/ Goldman Sachs/ RBC Capital Markets/ Scotiabank,19,17.5,16.8,-0.115789474,-1.5,-2.2,1,
2020/3/6 0:00,Flying Eagle Acquisition,FEAC.U,Goldman Sachs/ DNB Markets,10,10.45,10.4,0.04,0.45,0.4,1,
2020/3/6 0:00,LifeSci Acquisition,LSACU,Chardan,10,10.1,10.25,0.025,0.1,0.25,1,
2020/3/11 0:00,DFP Healthcare Acquisitions ,DFPHU,Deutsche Bank Securities,10,10.18,10.2,0.02,0.18,0.2,1,
2020/3/12 0:00,IMARA ,IMRA,Morgan Stanley/ Citigroup/ SVB Leerink,16,14,15,-0.0625,-2,-1,1,
2020/4/1 0:00,WiMi Hologram Cloud ,WIMI,Benchmark Company/ Maxim Group/ China Merchants Securities (HK)/ AMTD Global Markets,5.5,6,5.5,0,0.5,0,N/C,
2020/4/3 0:00,Zentalis Pharmaceuticals ,ZNTL,Morgan Stanley/ Jefferies/ SVB Leerink/ Guggenheim Securities ,18,25.2,23.2,0.288888889,7.2,5.2,1,Missed
2020/4/8 0:00,Keros Therapeutics ,KROS,Jefferies/ SVB Leerink/ Piper Sandler,16,20.85,20.08,0.255,4.85,4.08,2,
2020/4/22 0:00,Social Capital Hedosophia Holdings Corp. III,IPOC.U,Credit Suisse,10,10.08,10.07,0.007,0.08,0.07,1,
2020/4/24 0:00,CC Neuberger Principal Holdings I ,PCPL.U,Goldman Sachs/ BofA Securities,10,10.05,10.06,0.006,0.05,0.06,1,
2020/4/24 0:00,Chardan Healthcare Acquisition 2 ,CHAQ.U,Chardan,10,10,9.98,-0.002,0,-0.02,1,
2020/4/24 0:00,ORIC Pharmaceuticals ,ORIC,J.P. Morgan/ Citigroup/ Jefferies/ Guggenheim Securities,16,26,25.77,0.610625,10,9.77,3,
2020/4/28 0:00,Social Capital Hedosophia Holdings Corp. II ,IPOB.U,Credit Suisse,10,10.15,10.12,0.012,0.15,0.12,1,
2020/4/30 0:00,Fortress Value Acquisition (FVAC.U) (u),FVAC.U,Deutsche Bank Securities,10,10.05,10.06,0.006,0.05,0.06,1,
2020/5/1 0:00,Collective Growth ,CGROU,Cantor,10,10,9.96,-0.004,0,-0.04,1,
2020/5/1 0:00,Lyra Therapeutics ,LYRA,BofA Securities/ Jefferies/ William Blair,16,21,18.56,0.16,5,2.56,3,
2020/5/5 0:00,Roth CH Acquisition ,ROCHU,Roth Capital Partners/ Craig-Hallum Capital Group,10,9.95,9.94,-0.006,-0.05,-0.06,1,
